축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
하동 야생차문화축제,하동군 화개면 일대,2023-05-04,2023-06-03,천 년의 역사를 지닌 우리나라 최초의 차 시배지에서 매년 개최되는 정부지정 명예 문화관광축제이다. 녹음이 우거지는 5월의 야생차축제에서 왕의 녹차의 맛과 향을 느끼며 휴식과 여유의 시간을 즐길 수 있다.,(사)하동야생차문화축제조직위원회,(사)하동야생차문화축제조직위원회,,055-880-2734,https://www.hadong.go.kr/02641/02652/02809.web,,경상남도 하동군 화개면 화개면 쌍계로 571-25,,,,2023-03-08,5440000,경상남도 하동군
평창효석문화제,봉평면 효석문화마을 일원,2022-09-03,2022-09-12,효석 백일장+문학100리길 걷기 등,(사)이효석문학선양회,강원도 평창군청,문화체육관광부+강원도청,033-335-2323,http://www.hyoseok.com/sub02_01,,,강원도 평창군 봉평면 원길리 765-5,37.6130982272,128.3709800709,2022-11-30,4280000,강원도 평창군
평창백일홍축제,평창읍 평창강 일원,2022-09-06,2022-09-12,백일홍 산책길 걷기 + 떡메치기 체험,평창백일홍축제위원회,강원도 평창군청,강원도 평창군청,033-335-6033,http://www.101hongfestival.co.kr/intro,,강원도 평창군 평창읍 제방길 81,강원도 평창군 평창읍 종부리 986,37.3608608555,128.3828721022,2022-11-30,4280000,강원도 평창군
평창농악축제,용평면 장평리 일원,2022-09-02,2022-09-05,전국 농악 공연 + 민속놀이 체험,평창농악축제위원회,강원도 평창군청,강원도 평창군청,033-332-4333,농악축제.kr,,강원도 평창군 용평면 갈정지길 7,강원도 평창군 용평면 장평리 380-2,37.5893940512,128.4160143,2022-11-30,4280000,강원도 평창군
면천진달래민속축제(취소),면천면 일원,2022-01-01,2022-12-31,두견주 빚기체험+진달래 사생대회+남북화합대공연+진달래분재전시,면천진달래민속축제집행위원회,면천진달래민속축제집행위원회,충청남도 당진시+충청남도 당진교육지원청+면천면+면천두견주보존회+면천농협등,041-356-3848,,면천두견주+면천읍성+진달래+면천레트로거리,충청남도 당진시 면천면 면천서문1길 69,충청남도 당진시 면천면 성상리 771-2,36.81761865,126.666993,2022-12-01,5680000,충청남도 당진시
기지시줄다리기민속축제,기지시줄다리기 박물관 일원,2022-05-13,2022-05-15,줄나가기+줄다리기+씨름대회+풍물대회+짚풀문화체험+다문화대축제,기지시줄다리기 축제위원회+기지시줄다리기 보존회,기지시줄다리기 축제위원회+기지시줄다리기 보존회,문화재청+충청남도+충청남도 당진시+기지시줄다리기 보존회 등,041-355-8118,http://jullfestival.com/,기지시 틀못+500년+세계무형문화유산,충청남도 당진시 송악읍 안틀모시길 11,충청남도 당진시 송악읍 기지시리 49-4,36.89616228,126.694732,2022-12-01,5680000,충청남도 당진시
순성매화벚꽃축제(취소),순성면 갈산리 특설무대,2022-01-01,2022-12-31,시낭송+풍물행사+공연+플리마켓+벚꽃사진대회,순성면 축제위원회,순성면 축제위원회,순성면사무소+순성농협,,,벚꽃+봄+사진+행사,충청남도 당진시 순성면 갈산길 101-9,충청남도 당진시 순성면 갈산리 406-4,36.87274421,126.6732374,2022-12-01,5680000,충청남도 당진시
장고항실치축제(취소),장고항 일대,2022-01-01,2022-12-31,실치회시식+맨손으로 물고기잡기+뱅어포만들기+장고항관련 퀴즈,충청남도  당진 수협,장고항실치축제위원회,충청남도 당진시+수협중앙회+한국동서발전+석문면+석문면개발위원회 등,041-350-4271,,실치+뱅어포+장고항,충청남도 당진시 석문면 장고항로 298-5,충청남도 당진시 석문면 장고항리 577,37.02885783,126.5619918,2022-12-01,5680000,충청남도 당진시
한진포구바지락갯벌체험축제(취소),한진포구 일대,2022-01-01,2022-12-31,바지락갯벌체험+바지락 중량달기+맨손으로 물고기 잡기+불꽃놀이,한진포구바지락축제위원회,해양수산부+충청남도 당진시+수협 중앙회,현대제철+동부제철+평택화력 등,041-356-6098,,한진포구+바지락+갯벌체험,충청남도 당진시 송악읍 한진포구길 50-1,충청남도 당진시 송악읍 한진리 95-17,36.97037754,126.7817212,2022-12-01,5680000,충청남도 당진시
순성왕매실&당진맥주 축제,순성왕매실영농조합 내 광장,2022-06-24,2022-06-26,매실따기+남원천 걷기행사+맥주 시음 및 맞추기+매실활용 콘테스트,순성왕매실영농조합,순성왕매실영농조합,순성농협,041-352-1446,,당진수제맥주+왕매실+순성브루어리,충청남도 당진시 순성면 매실로 398,충청남도 당진시 순성면 봉소리 1419-1,36.83128177,126.7074536,2022-12-01,5680000,충청남도 당진시
합덕제연호문화축제,합덕제 일원,2022-07-15,2022-07-30,연지카누+깡통열차+시 전시회+서예 전시회+,합덕제 연호문화축제 집행위원회,합덕제 연호문화축제 집행위원회,한국동서발전+GS ETS등,,,합덕제+연꽃+연지카누,충청남도 당진시 합덕읍 덕평로 379-9,충청남도 당진시 합덕읍 합덕리 304-3,36.7932667,126.7842769,2022-12-01,5680000,충청남도 당진시
삽교호조개구이축제(취소),삽교호 관광지 일원,2022-01-01,2022-12-31,바지락 빨리까기+삽교호 일몰여행+수산물 깜짝 경매+불꽃놀이,충청남도 당진시+한국동서발전,삽교호번영회,충청남도 당진시+현대제철+한국동서발전+신평농협 등,041-363-6680,,삽교호관광지+조개구이,충청남도 당진시 신평면 삽교천3길 79,충청남도 당진시 신평면 운정리 197-3,36.89061045,126.8244109,2022-12-01,5680000,충청남도 당진시
심훈상록문화제,당진시청 일원,2022-10-28,2022-10-30,심훈 전국 시낭송대회+심훈기획 전시전+플리마켓,(사)심훈상록문화제 집행위원회,충청남도  당진시+충청남도  당진시의회,충청남도+당진시+당진시의회+한국동서발전 등,041-352-4808,https://www.djsangnok.org/,심훈+문학+필경사+심훈기념관,충청남도 당진시 시청1로 1(수청동),충청남도 당진시 수청동 1002,36.889754,126.645971,2022-12-01,5680000,충청남도 당진시
남이흥장군문화제,충장사 일원,2022-10-21,2022-10-22,장군행렬 재연행사+학생 백일장+풍물놀이+무예시범+호패만들기,당진문화원+당진시궁도협회+당진시씨름협회 등,남이흥장군문화제집행위원회,충청남도+충청남도 당진시+당진경찰서+신성대학 등,041-353-1517,http://www.chungjanggong.or.kr/,남이흥장군묘일원+남이흥장군유품,충청남도 당진시 대호지면 충장1길 73-48,충청남도 당진시 대호지면 도이리 373-1,36.924978,126.529455,2022-12-01,5680000,충청남도 당진시
왜목마을해넘이해맞이축제,왜목마을 일대,2022-12-31,2023-01-01,소원적기+달짚태우기+대붓퍼포먼스+노래자랑+불꽃놀이+퓨전국악,왜목마을해돋이축제추진위원회,교로2리마을회,한국동서발전+석문면개발위원회+충청남도 당진시,041-350-3591,,왜목마을관광지+일출+일몰,충청남도 당진시 석문면 왜목길 26,충청남도 당진시 석문면 교로리 844-4,37.04443385,126.5261285,2022-12-01,5680000,충청남도 당진시
해나루황토감자축제,온라인진행/송악읍 관내,2022-06-19,2022-06-22,온라인홍보판촉+감자캐기체험(현장),송악농협,해나루황토감자축제추진위원회,충청남도 당진시+농협+당진시농업인단체협의회 감자연구회 등,041-355-6080,,비대면축제+감자+해나루,충청남도 당진시 송악읍 송악로 1024,충청남도 당진시 송악읍 부곡리 187-8,36.95857344,126.7697651,2022-12-01,5680000,충청남도 당진시
당진해나루황토고구마홍보 판촉행사,당진종합체육관일원,2022-10-01,2022-10-02,고구마 캐기+어린이사생대회+농산물 구매+노래자랑,고대농협,해나루황토고구마홍보 판촉행사추진위원회,충청남도 당진시+당진교육지원청+농협+당진시농업인단체협의회+고구마연구회등,041-350-4744,,고구마+해나루,충청남도 당진시 고대면 고대로 33,충청남도 당진시 고대면 진관리 349-20,36.92244231,126.6015041,2022-12-01,5680000,충청남도 당진시
당진해나루농특산물한마당행사,삽교천체육공원,2022-11-11,2022-11-11,농업인의날 기념식및 시상+난타공연+읍면노래자랑,(사)당진시농업회의소,당진해나루쌀농특산물한마당추진위원회,충청남도 당진시+농협+당진시농업인단체협의회 등,041-350-4744,,쌀+해나루+농특산물,충청남도 당진시 신평면 삽교천3길 79,충청남도 당진시 신평면 운정리 197-3,36.89061045,126.8244109,2022-12-01,5680000,충청남도 당진시
강경젓갈축제,강경젓갈시장 일원,2022-10-12,2022-10-16,강경젓갈 우수성 홍보,강경젓갈축제추진위원회,강경젓갈축제추진위원회,문화체육관광부+충청남도청+한국관광공사+전라북도 순창군청+충청북도 괴산군청+한국수자원공사+㈜맥키스컴퍼니,041-746-5663,https://korean.visitkorea.or.kr/detail/fes_detail.do?cotid=f8d4bb91-819e-4601-87a9-b510386f3820&big_category=undefined&mid_category=undefined&big_area=undefined&referrer=https://search.naver.com/search.naver?where=nexearch&sm=tab_etc&mra=bk00&pkid=11,,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198,36.15755625,127.0098063,2022-11-25,4540000,충청남도 논산시
천만송이 국화축제,중앙체육공원,2023-10-21,2023-10-30,국화축제,익산시 농업기술센터,전라북도 익산시청,전라북도 익산시청,063-859-4977,https://www.iksan.go.kr/gukhwa/index.iksan,국화전시+국화우수작품전시+농산물판매장+체험장,전라북도 익산시 하나로 322,,35.94972951,126.9861274,2022-12-15,4680000,전라북도 익산시
평창송어축제,진부면 오대천일원,2022-12-30,2023-01-29,송어얼음낚시+송어맨손잡기,평창송어축제위원회,강원도 평창군청,문화체육관광부+강원도청,033-336-4000,http://www.festival700.or.kr,,강원도 평창군 진부면 경강로 3562,강원도 평창군 진부면 하진부리 325,37.6332177786,128.5570396047,2022-11-30,4280000,강원도 평창군
대관령눈꽃축제,대관령면 횡계리 송천일원,2023-01-13,2023-01-22,눈조각전시+눈썰매체험,대관령면축제위원회,강원도 평창군청,강원도 평창군청,033-335-3995,http://www.snowfestival.net,,강원도 평창군 대관령면 사부랑길224-2,강원도 평창군 대관령면 횡계리 661,37.7049335581,128.7017723470,2022-11-30,4280000,강원도 평창군
오대산문화축전,오대산 월정사,2022-10-07,2022-10-09,산사음악회+전시+불교문화체험,월정사,강원도 평창군청,강원도청,033-339-6800,http://www.woljeongsa.org,,강원도 평창군 진부면 오대산로 413-28,강원도 평창군 진부면 동산리63-9,37.7340401427,128.5875956317,2022-11-30,4280000,강원도 평창군
계촌클래식축제,방림면 계촌리 계촌마을 일원,2022-08-27,2022-08-28,토크콘서트+재즈콘서트 등 클래식 공연,서울예술종합학교+계촌클래식축제위원회,정몽구 재단 + 강원도 평창군청,강원도청,070-7781-4847,계촌클래식마을.kr/gyechon,,,강원도 평창군 방림면 계촌리 1440,37.4530586,128.3059711,2022-11-30,4280000,강원도 평창군
오페라 팝페라 뽕페라,꽃바위문화관 3층 다목적공연장,2021-09-30,2021-09-30,콘서트,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2023-02-23,3710000,울산광역시 동구
박강수콘서트,꽃바위문화관 3층 다목적공연장,2021-10-21,2021-10-21,콘서트,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2023-02-23,3710000,울산광역시 동구
대왕암 해맞이 축제,대왕암,2023-01-01,2023-01-01,해맞이,동울산청년회의소,동울산청년회의소,,,,,,울산광역시 동구 일산동 산907,,,2023-02-23,3710000,울산광역시 동구
계양산국악제,계산체육공원+계양문화회관,2023-04-21,2023-04-22,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연(온오프병행),인천광역시 계양구청,인천광역시 계양구청,인천광역시청,032-450-5874,,,인천광역시 계양구 주부토로 570,,37.545044,126.728998,2023-03-02,3550000,인천광역시 계양구
홍원항 자연산 전어.꽃게 축제,서면 홍원항 일원,2023-09-01,2023-09-01,맨손으로 전어 잡기 체험+추억의 놀이 체험+숨겨진 보물을 찾아라+비눗방울 놀이 등,홍원항마을축제추진위원회,홍원항마을축제추진위원회,,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 홍원길 130-3,충청남도 서천군 서면 도둔리 1222-7,36.1588618,126.4992204,2023-01-13,4580000,충청남도 서천군
한산모시문화제,한산모시관 일원,2023-06-09,2023-06-11,한산모시를 주제로 하는 다양한 프로그램 운영,한산모시문화제추진위원회,충청남도 서천군,문화체육관광부+충청남도+농협등,041-950-4256,www.hansanmosi.kr/,,충청남도 서천군 한산면 충절로 1089,충청남도 서천군 한산면 지현리 60-1,36.0799445,126.7987047,2023-01-13,4580000,충청남도 서천군
서천철새여행,조류생태전시관 일원,2023-11-01,2023-11-01,철새 탐조 및 철새 관련 문화행사,서천철새여행추진위원회,충청남도 서천군,,041-950-4256,http://tour.seocheon.go.kr,,충청남도 서천군 마서면 장산로 916,충청남도 서천군 마서면 도삼리 59,36.02280046,126.7426918,2023-01-13,4580000,충청남도 서천군
서천군 동백꽃 주꾸미 축제,서면 마량포구 일원,2023-03-18,2023-04-02,주꾸미 잡기 체험+각종 체험 프로그램 등,서면개발위원회,충청남도 서천군,충청남도,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 서인로 56,충청남도 서천군 서면 마량리 339-6,36.1293642,126.5036472,2023-01-13,4580000,충청남도 서천군
